Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude,p
0,0,9.06,-0.00128172,-0.00153748,0.131453,0.131468,-1361.37
0,0,9.09,-0.000522012,-0.00149049,0.149954,0.149962,-1361.38
0,0,9.12,-0.000409541,-0.0018669,0.169275,0.169286,-1361.38
0,0,9.15,-7.43775e-05,-0.00256461,0.190186,0.190204,-1361.4
0,0,9.18,0.000116821,-0.00299251,0.213217,0.213238,-1361.44
0,0,9.21,-6.54156e-05,-0.00223413,0.238073,0.238084,-1361.47
0,0,9.24,-0.000604216,-0.00142491,0.264639,0.264644,-1361.51
0,0,9.27,-0.000753901,-0.00235017,0.288641,0.288651,-1361.56
0,0,9.3,8.9933e-05,-0.00217256,0.316405,0.316413,-1361.6
0,0,9.33,0.000810338,-0.00257132,0.345537,0.345548,-1361.62
0,0,9.36,0.00208091,-0.00348433,0.372959,0.372981,-1361.67
0,0,9.39,0.00185788,-0.00303884,0.402189,0.402204,-1361.73
0,0,9.42,0.00222872,-0.00354725,0.43192,0.43194,-1361.84
0,0,9.45,0.00220224,-0.00413118,0.462092,0.462116,-1361.93
0,0,9.48,0.00351475,-0.00400139,0.492453,0.492482,-1361.98
0,0,9.51,0.0036963,-0.0037708,0.520887,0.520914,-1362.05
0,0,9.54,0.00369328,-0.00413057,0.551391,0.551419,-1362.14
0,0,9.57,0.00233016,-0.00357539,0.582308,0.582323,-1362.23
0,0,9.6,0.0023146,-0.00450279,0.614478,0.614499,-1362.35
0,0,9.63,0.00219283,-0.00361575,0.650071,0.650084,-1362.49
0,0,9.66,0.00416539,-0.00375609,0.678683,0.678706,-1362.6
0,0,9.69,0.00370539,-0.00462391,0.711732,0.711757,-1362.75
0,0,9.72,0.00430685,-0.00525421,0.743681,0.743712,-1362.89
0,0,9.75,0.00450438,-0.00428332,0.774498,0.774523,-1363.01
0,0,9.78,0.00477219,-0.00417036,0.805386,0.805411,-1363.12
0,0,9.81,0.00419394,-0.00448912,0.838302,0.838324,-1363.31
0,0,9.84,0.00559013,-0.00359298,0.868469,0.868494,-1363.5
0,0,9.87,0.00683115,-0.00243516,0.901741,0.90177,-1363.65
0,0,9.9,0.00584557,-0.00316198,0.931819,0.931843,-1363.77
0,0,9.93,0.00564384,-0.00361561,0.963434,0.963457,-1363.98
0,0,9.96,0.00654933,-0.00216406,0.995531,0.995554,-1364.2
0,0,9.99,0.00570694,-0.00240536,1.02668,1.0267,-1364.39
0,0,10.02,0.00524454,-0.00305143,1.05804,1.05806,-1364.58
0,0,10.05,0.00485386,-0.00195293,1.08897,1.08898,-1364.77
0,0,10.08,0.00483659,-0.000651545,1.1214,1.12141,-1365
0,0,10.11,0.00487528,-0.00181114,1.15094,1.15095,-1365.19
0,0,10.14,0.00479793,-0.00160247,1.17902,1.17903,-1365.41
0,0,10.17,0.00475302,-0.000482347,1.20965,1.20966,-1365.64
0,0,10.2,0.00469707,-0.000569801,1.23747,1.23748,-1365.86
0,0,10.23,0.00533995,-0.000536351,1.26481,1.26482,-1366.12
0,0,10.26,0.00487628,-0.000749793,1.29109,1.2911,-1366.34
0,0,10.29,0.0040191,-0.00043521,1.31672,1.31673,-1366.58
0,0,10.32,0.00417434,-0.000187731,1.34246,1.34246,-1366.85
0,0,10.35,0.00285751,0.000177463,1.36533,1.36533,-1367.1
0,0,10.38,0.00330519,0.000468389,1.38754,1.38755,-1367.34
0,0,10.41,0.003694,0.000759202,1.40745,1.40746,-1367.61
0,0,10.44,0.00253516,-5.22839e-05,1.42759,1.42759,-1367.89
0,0,10.47,0.00216187,-9.37328e-05,1.44541,1.44541,-1368.15
0,0,10.5,0.00196132,-0.000247283,1.46321,1.46322,-1368.43
0,0,10.53,0.00138775,0.000492237,1.47725,1.47725,-1368.68
0,0,10.56,0.00203507,0.000728136,1.49243,1.49243,-1368.96
0,0,10.59,0.00136191,0.000526454,1.50485,1.50485,-1369.26
0,0,10.62,0.00133463,0.000979621,1.51528,1.51529,-1369.51
0,0,10.65,0.00101419,0.000467596,1.5246,1.5246,-1369.78
0,0,10.68,0.000895851,0.000381159,1.53336,1.53336,-1370.05
0,0,10.71,0.000696995,0.000400357,1.5395,1.5395,-1370.33
0,0,10.74,0.000476805,0.000161604,1.54515,1.54515,-1370.59
0,0,10.77,0.00030245,0.000121092,1.55043,1.55043,-1370.87
0,0,10.8,-3.59301e-05,0.000268484,1.55457,1.55457,-1371.13
0,0,10.83,-0.000220855,0.000425215,1.55777,1.55777,-1371.37
0,0,10.86,-0.000363454,0.000517319,1.56071,1.56071,-1371.63
0,0,10.89,-0.000559405,0.000573832,1.56237,1.56237,-1371.87
0,0,10.92,-0.000656593,0.000525053,1.56338,1.56338,-1372.16
0,0,10.95,-0.000724649,0.00054089,1.56433,1.56433,-1372.44
0,0,10.98,-0.000726383,0.000550818,1.5668,1.5668,-1372.69
0,0,11.01,-0.000681063,0.000325732,1.56809,1.56809,-1372.92
0,0,11.04,-0.000378218,5.67175e-05,1.56798,1.56798,-1373.21
0,0,11.07,-0.000108102,-0.000161455,1.56797,1.56797,-1373.47
0,0,11.1,2.90867e-05,-0.000246374,1.56767,1.56767,-1373.71
0,0,11.13,-3.24877e-05,-0.000181991,1.56605,1.56605,-1373.95
0,0,11.16,-2.41539e-05,-0.000215579,1.56696,1.56696,-1374.19
0,0,11.19,-1.73051e-05,-4.4009e-05,1.56596,1.56596,-1374.47
0,0,11.22,-5.31234e-05,-9.36805e-05,1.56554,1.56554,-1374.74
0,0,11.25,-0.000138425,-0.000307991,1.5675,1.5675,-1374.98
0,0,11.28,-9.92373e-05,-0.000439608,1.56888,1.56888,-1375.22
0,0,11.31,2.65619e-06,-0.000463621,1.56577,1.56577,-1375.46
0,0,11.34,4.14114e-06,-0.000438822,1.56467,1.56467,-1375.74
0,0,11.37,-1.43017e-05,-0.000397664,1.56543,1.56543,-1376.01
0,0,11.4,-8.95236e-05,-0.000438205,1.56608,1.56608,-1376.25
0,0,11.43,-0.000187314,-0.000576461,1.56516,1.56516,-1376.51
0,0,11.46,-0.000370871,-0.000674034,1.56409,1.56409,-1376.74
0,0,11.49,-0.000426468,-0.000625064,1.56356,1.56356,-1376.98
0,0,11.52,-0.000347165,-0.000338806,1.56273,1.56273,-1377.24
0,0,11.55,-0.000290537,-1.2169e-05,1.56252,1.56252,-1377.49
0,0,11.58,-0.000240462,0.000353022,1.56434,1.56434,-1377.72
0,0,11.61,-0.00044212,0.000571215,1.56292,1.56292,-1377.98
0,0,11.64,-0.000544818,0.000618214,1.5639,1.5639,-1378.25
0,0,11.67,-0.000559166,0.000549901,1.56477,1.56477,-1378.49
0,0,11.7,-0.000558843,0.000199106,1.56402,1.56402,-1378.75
0,0,11.73,-0.000543651,-0.000123104,1.56282,1.56282,-1379.04
0,0,11.76,-0.000519973,-0.000394925,1.56501,1.56501,-1379.26
0,0,11.79,-0.000466695,-0.000492265,1.56672,1.56672,-1379.52
0,0,11.82,-0.000393149,-0.00025846,1.56425,1.56425,-1379.79
0,0,11.85,-0.00037961,-7.37296e-05,1.56348,1.56348,-1380.04
0,0,11.88,-0.000423478,6.65335e-05,1.56368,1.56368,-1380.28
0,0,11.91,-0.000149825,0.000291594,1.55965,1.55965,-1380.5
0,0,11.94,-0.000413271,0.000434601,1.56222,1.56222,-1380.75
0,0,11.97,-0.000421318,0.000594428,1.56212,1.56212,-1381.01
0,0,12,-0.000125125,0.000688536,1.56252,1.56252,-1381.28
0,0,12.03,0.000207264,0.000658465,1.56446,1.56446,-1381.5
0,0,12.06,0.00037008,0.000558065,1.56331,1.56331,-1381.74
0,0,12.09,0.000357548,0.000193316,1.56364,1.56364,-1382.01
0,0,12.12,0.000341489,-0.000142665,1.56653,1.56653,-1382.27
0,0,12.15,0.00017048,-0.000344919,1.56221,1.56221,-1382.5
0,0,12.18,4.65336e-05,-0.000479939,1.56043,1.56043,-1382.75
0,0,12.21,-6.18269e-05,-0.000454998,1.56072,1.56072,-1382.99
0,0,12.24,-0.000189388,-0.000241271,1.56216,1.56216,-1383.27
0,0,12.27,-0.000339275,-7.20461e-05,1.56193,1.56193,-1383.52
0,0,12.3,-0.0006357,1.69903e-05,1.5629,1.5629,-1383.77
0,0,12.33,-0.000973322,-9.66476e-06,1.56579,1.56579,-1384.02
0,0,12.36,-0.00113224,1.33117e-06,1.56662,1.56662,-1384.27
0,0,12.39,-0.00079456,-2.19902e-05,1.56367,1.56367,-1384.54
0,0,12.42,-0.000465681,-8.0244e-05,1.56289,1.56289,-1384.8
0,0,12.45,-0.000215979,-0.000175565,1.5621,1.5621,-1385.03
0,0,12.48,-7.92137e-05,-0.000251223,1.56312,1.56312,-1385.27
0,0,12.51,-4.31007e-05,-0.000239621,1.56183,1.56183,-1385.52
0,0,12.54,-2.85195e-05,-0.000226445,1.56422,1.56422,-1385.76
0,0,12.57,-0.000106739,-0.000103296,1.56218,1.56218,-1385.97
0,0,12.6,-6.1005e-05,4.89533e-05,1.56385,1.56385,-1386.3
0,0,12.63,-8.35795e-05,0.000226087,1.56261,1.56261,-1386.53
0,0,12.66,-2.93054e-05,0.00032446,1.56335,1.56335,-1386.76
0,0,12.69,0.000124067,0.000479611,1.56386,1.56386,-1387.02
0,0,12.72,0.000238989,0.000600706,1.56474,1.56474,-1387.27
0,0,12.75,0.000133087,0.000515699,1.56175,1.56175,-1387.53
0,0,12.78,-7.59726e-05,0.000512173,1.56078,1.56078,-1387.78
0,0,12.81,-0.000422958,0.0005045,1.56094,1.56094,-1388.04
0,0,12.84,-0.000399285,0.000532047,1.5624,1.5624,-1388.3
0,0,12.87,-0.000338782,0.000592778,1.5628,1.5628,-1388.54
0,0,12.9,-0.00029674,0.000611601,1.56394,1.56394,-1388.79
0,0,12.93,-0.000240645,0.000626584,1.5638,1.5638,-1389.06
0,0,12.96,-0.000211638,0.000585648,1.56344,1.56344,-1389.29
0,0,12.99,-0.000139969,0.000502297,1.56406,1.56406,-1389.55
0,0,13.02,-0.000171592,0.000192235,1.56456,1.56456,-1389.8
0,0,13.05,-0.00029316,-0.000141808,1.56583,1.56583,-1390.05
0,0,13.08,-0.000414031,-0.00045065,1.56584,1.56584,-1390.3
0,0,13.11,-0.000549575,-0.000428763,1.56482,1.56482,-1390.54
0,0,13.14,-0.000558024,-0.000315316,1.56337,1.56337,-1390.79
0,0,13.17,-0.000430074,-8.6332e-05,1.56369,1.5637,-1391.02
0,0,13.2,-0.000241043,0.000236636,1.56386,1.56386,-1391.3
0,0,13.23,-7.41764e-05,0.000371208,1.56508,1.56508,-1391.55
0,0,13.26,3.69227e-05,0.000431179,1.56519,1.56519,-1391.77
0,0,13.29,-5.2965e-05,0.000634555,1.56283,1.56283,-1392.01
0,0,13.32,-1.10692e-05,0.000810852,1.56545,1.56545,-1392.28
0,0,13.35,5.4889e-05,0.000683565,1.56587,1.56587,-1392.53
0,0,13.38,0.000177393,0.000512021,1.56671,1.56671,-1392.79
0,0,13.41,7.30985e-05,0.000440203,1.5653,1.5653,-1393.05
0,0,13.44,-4.2959e-05,0.000369049,1.56453,1.56453,-1393.32
0,0,13.47,-0.000210811,0.00040524,1.56498,1.56498,-1393.58
0,0,13.5,-0.00046905,0.000662195,1.56855,1.56855,-1393.8
0,0,13.53,-0.000331522,0.000704273,1.56746,1.56746,-1394.05
0,0,13.56,-0.000116953,0.000793531,1.56722,1.56722,-1394.3
0,0,13.59,-0.000111098,0.000803783,1.56909,1.56909,-1394.51
0,0,13.62,4.65375e-05,0.000760347,1.57239,1.57239,-1394.77
0,0,13.65,-2.83177e-05,0.000654104,1.57205,1.57205,-1395.01
0,0,13.68,-4.22947e-05,0.000652084,1.5779,1.5779,-1395.29
0,0,13.71,-1.33437e-05,0.000790388,1.58042,1.58042,-1395.55
0,0,13.74,1.59555e-05,0.000860111,1.58139,1.58139,-1395.81
0,0,13.77,-0.000321408,0.00082866,1.58658,1.58658,-1396.03
0,0,13.8,-0.000405872,0.00117341,1.59272,1.59272,-1396.29
0,0,13.83,-0.00011507,0.00133164,1.59991,1.59991,-1396.57
0,0,13.86,5.52792e-05,0.0014123,1.60772,1.60772,-1396.81
0,0,13.89,2.3655e-05,0.00132449,1.61662,1.61662,-1397.06
0,0,13.92,0.000157095,0.00176836,1.62719,1.62719,-1397.33
0,0,13.95,0.00052427,0.00138115,1.63959,1.63959,-1397.58
0,0,13.98,0.000787147,0.000821943,1.65302,1.65302,-1397.84
0,0,14.01,0.000835011,0.000960889,1.66788,1.66788,-1398.1
0,0,14.04,0.000532558,0.000916503,1.68358,1.68358,-1398.37
0,0,14.07,0.000284728,0.000815606,1.69841,1.69841,-1398.64
0,0,14.1,0.000266678,0.00127616,1.7195,1.7195,-1398.99
0,0,14.13,0.00155925,0.00207318,1.74175,1.74175,-1399.29
0,0,14.16,0.000915965,0.00176392,1.76282,1.76282,-1399.53
0,0,14.19,0.00112787,0.00139525,1.78584,1.78584,-1399.84
0,0,14.22,9.67474e-05,0.00218652,1.81058,1.81058,-1400.18
0,0,14.25,0.00144935,0.00182291,1.83478,1.83478,-1400.47
0,0,14.28,0.00148129,0.000993337,1.86423,1.86423,-1400.83
0,0,14.31,0.000913747,0.000188806,1.8899,1.8899,-1401.16
0,0,14.34,0.0019449,0.000280641,1.91845,1.91845,-1401.49
0,0,14.37,0.00200603,0.000900237,1.94725,1.94725,-1401.82
0,0,14.4,0.00305338,5.61582e-05,1.97798,1.97798,-1402.17
0,0,14.43,0.00139712,0.00165484,2.00859,2.00859,-1402.56
0,0,14.46,0.00288229,-0.000243713,2.03786,2.03786,-1402.9
0,0,14.49,0.00123834,-0.000933073,2.07161,2.07161,-1403.33
0,0,14.52,0.00203953,-0.000431002,2.10096,2.10096,-1403.73
0,0,14.55,0.00140183,-0.00178896,2.13371,2.13371,-1404.1
0,0,14.58,0.00251862,-0.00174575,2.16447,2.16448,-1404.48
0,0,14.61,0.00251081,-0.000749803,2.1966,2.1966,-1404.88
0,0,14.64,0.000884356,-0.000855197,2.22924,2.22924,-1405.28
0,0,14.67,0.00243572,-0.0015642,2.26138,2.26138,-1405.69
0,0,14.7,0.0025719,-0.00235525,2.29491,2.29491,-1406.14
0,0,14.73,0.00259853,-0.00284463,2.32522,2.32522,-1406.54
0,0,14.76,0.00350353,-0.00279782,2.3583,2.3583,-1407.02
0,0,14.79,0.00333231,-0.00351308,2.38844,2.38844,-1407.46
0,0,14.82,0.00383772,-0.00154186,2.41969,2.4197,-1407.88
0,0,14.85,0.00317998,-0.00309835,2.45346,2.45346,-1408.39
0,0,14.88,0.00384162,-0.00330926,2.48817,2.48818,-1408.85
0,0,14.91,0.00263055,-0.00160229,2.51973,2.51973,-1409.27
0,0,14.94,0.00271906,-0.00207183,2.55229,2.55229,-1409.73
0,0,14.97,0.0026189,-0.00236952,2.5843,2.5843,-1410.2
0,0,15,0.00233463,-0.00271655,2.61421,2.61421,-1410.68
0,0,15.03,0.00418429,-0.00252006,2.64804,2.64804,-1411.15
0,0,15.06,0.00375806,-0.0024967,2.67637,2.67637,-1411.68
0,0,15.09,0.00301163,-0.00236968,2.70849,2.70849,-1412.19
0,0,15.12,0.00366944,-0.00285465,2.74261,2.74262,-1412.74
0,0,15.15,0.0029564,-0.00261798,2.76982,2.76982,-1413.25
0,0,15.18,0.00394175,-0.00197647,2.80016,2.80016,-1413.77
0,0,15.21,0.00387014,-0.00152359,2.83078,2.83078,-1414.3
0,0,15.24,0.00426293,-0.00148575,2.86191,2.86192,-1414.87
0,0,15.27,0.00510286,-0.00137263,2.89044,2.89045,-1415.37
0,0,15.3,0.00414198,-0.00221938,2.91381,2.91382,-1415.85
0,0,15.33,0.00403473,-0.00182647,2.9413,2.9413,-1416.38
0,0,15.36,0.00377863,-0.00180469,2.96667,2.96668,-1416.98
0,0,15.39,0.00368798,-0.00202386,2.98879,2.98879,-1417.52
0,0,15.42,0.00430503,-0.00147715,3.01154,3.01155,-1418.08
0,0,15.45,0.00304935,-0.000959616,3.03188,3.03188,-1418.65
0,0,15.48,0.00303498,-0.00132891,3.05181,3.05181,-1419.18
0,0,15.51,0.00310608,-0.00118314,3.06811,3.06811,-1419.71
0,0,15.54,0.00328435,-0.00104882,3.08304,3.08304,-1420.25
0,0,15.57,0.00187536,-0.00132122,3.10006,3.10006,-1420.88
0,0,15.6,0.00137422,-0.00122454,3.11449,3.11449,-1421.33
0,0,15.63,0.00135842,-0.000978278,3.12515,3.12515,-1421.92
0,0,15.66,0.00148921,-0.00103768,3.13485,3.13485,-1422.47
0,0,15.69,0.00129293,-0.00151336,3.14321,3.14321,-1423.01
0,0,15.72,0.00139391,-0.00162386,3.14927,3.14927,-1423.51
0,0,15.75,0.0011091,-0.000944531,3.15691,3.15691,-1424.06
0,0,15.78,0.00129393,-0.000553988,3.16245,3.16245,-1424.6
0,0,15.81,0.00119132,-0.000498982,3.16715,3.16716,-1425.13
0,0,15.84,0.00114341,5.71497e-06,3.16859,3.16859,-1425.65
0,0,15.87,0.00115714,0.000427242,3.17308,3.17308,-1426.18
0,0,15.9,0.00098606,0.000626181,3.17504,3.17504,-1426.66
0,0,15.93,0.00037375,0.000522339,3.17718,3.17718,-1427.23
0,0,15.96,-0.000248911,0.000638885,3.18146,3.18146,-1427.84
0,0,15.99,-0.000483372,0.000907643,3.18439,3.18439,-1428.3
0,0,16.02,-0.000549997,0.00109285,3.18644,3.18644,-1428.78
0,0,16.05,-0.000223725,0.000914437,3.17972,3.17972,-1429.3
0,0,16.08,-0.000335034,0.00103272,3.17657,3.17657,-1429.89
0,0,16.11,-0.000757503,0.000976035,3.181,3.181,-1430.41
0,0,16.14,-0.000874477,0.000582329,3.18382,3.18382,-1430.9
0,0,16.17,-0.000822548,0.000133314,3.18719,3.18719,-1431.37
0,0,16.2,-0.000193127,-2.69006e-05,3.18464,3.18464,-1431.88
0,0,16.23,0.000331397,-0.000170588,3.1824,3.1824,-1432.39
0,0,16.26,0.000454728,-9.65242e-05,3.18091,3.18091,-1432.87
0,0,16.29,0.000284467,0.000194193,3.18015,3.18015,-1433.41
0,0,16.32,-9.70294e-05,0.000461027,3.18228,3.18228,-1433.89
0,0,16.35,-0.000397961,0.000498529,3.18016,3.18016,-1434.42
0,0,16.38,-0.000271653,0.000248162,3.17896,3.17896,-1434.93
0,0,16.41,-0.000212064,6.53622e-05,3.17524,3.17524,-1435.49
0,0,16.44,-0.000160248,-0.000183913,3.17678,3.17678,-1435.96
0,0,16.47,-0.000117944,-0.000553091,3.17305,3.17305,-1436.42
0,0,16.5,0.000243864,-0.000950615,3.1788,3.1788,-1436.93
0,0,16.53,0.000672826,-0.000867691,3.1755,3.1755,-1437.56
0,0,16.56,0.000504202,-0.000734726,3.17527,3.17527,-1438.09
0,0,16.59,0.00033644,-0.000704368,3.18109,3.18109,-1438.56
0,0,16.62,0.000128266,-0.000896039,3.18053,3.18053,-1439.06
0,0,16.65,-0.000118854,-0.00114394,3.17663,3.17663,-1439.55
0,0,16.68,-0.000236502,-0.00124689,3.17997,3.17997,-1440.08
0,0,16.71,-0.000422834,-0.00127616,3.17834,3.17834,-1440.59
0,0,16.74,-0.000673585,-0.000683695,3.17679,3.17679,-1441.12
0,0,16.77,-0.0009516,-0.000188554,3.17575,3.17575,-1441.62
0,0,16.8,-0.00123287,0.00023979,3.17925,3.17925,-1442.13
0,0,16.83,-0.00145472,0.000334097,3.17892,3.17892,-1442.62
0,0,16.86,-0.00146606,9.66362e-05,3.17383,3.17383,-1443.1
0,0,16.89,-0.00157232,-0.000184829,3.18212,3.18212,-1443.58
0,0,16.92,-0.000959468,-6.37407e-05,3.17364,3.17364,-1444.14
0,0,16.95,-3.5219e-05,0.000173168,3.17607,3.17607,-1444.66
0,0,16.98,7.53571e-05,-1.86428e-05,3.17537,3.17537,-1445.17
0,0,17.01,-0.000321181,-0.000232979,3.17182,3.17182,-1445.68
0,0,17.04,-0.000571522,-0.00056446,3.17637,3.17637,-1446.17
0,0,17.07,-0.000785636,-0.000592078,3.17286,3.17286,-1446.69
0,0,17.1,-0.0010534,-0.000463881,3.18443,3.18443,-1447.21
0,0,17.13,-0.000751995,-0.000187621,3.18277,3.18277,-1447.7
0,0,17.16,-0.000280478,0.000251956,3.1774,3.1774,-1448.22
0,0,17.19,0.000106134,0.000627835,3.17749,3.17749,-1448.71
0,0,17.22,0.000470391,0.000881496,3.17708,3.17708,-1449.22
